date,state,district,market,crop_type,arrivals_quintals,min_price_rs_quintal,max_price_rs_quintal,modal_price_rs_quintal
2024-10-11,Haryana,Hisar,Hisar,MUSTARD,,5400,6000,5800
2024-10-10,Haryana,Hisar,Hisar,MUSTARD,,5700,6450,6200
2024-10-09,Haryana,Hisar,Hisar,MUSTARD,,6065.5,6315.5,6240.5
2024-10-08,Haryana,Hisar,Hisar,MUSTARD,,5963,6213,6088
2024-10-07,Haryana,Hisar,Hisar,MUSTARD,,5600,6182.5,5875
2024-10-03,Haryana,Hisar,Hisar,MUSTARD,,6070,6240,6240
2024-10-02,Haryana,Hisar,Hisar,MUSTARD,,5862.666666666667,6266.666666666667,6107.333333333333
2024-10-01,Haryana,Hisar,Hisar,MUSTARD,,6000,6415,6240.5
2024-09-30,Haryana,Hisar,Hisar,MUSTARD,,5200,6241,6000
2024-09-29,Haryana,Hisar,Hisar,MUSTARD,,5520,6200,5600
2024-09-28,Haryana,Hisar,Hisar,MUSTARD,,6100,6285,6100
2024-09-27,Haryana,Hisar,Hisar,MUSTARD,,6272,6482,6482
2024-09-26,Haryana,Hisar,Hisar,MUSTARD,,5315.5,6160.5,5925
2024-09-24,Haryana,Hisar,Hisar,MUSTARD,,5750.5,6176.5,6001.5
2024-09-23,Haryana,Hisar,Hisar,MUSTARD,,5651,6190.5,6000.5
2024-09-21,Haryana,Hisar,Hisar,MUSTARD,,5901,6483,6151
2024-09-20,Haryana,Hisar,Hisar,MUSTARD,,5675,5870.5,5817.5
2024-09-19,Haryana,Hisar,Hisar,MUSTARD,,5525,5865.5,5750
2024-09-18,Haryana,Hisar,Hisar,MUSTARD,,5550,6051.5,5900
2024-09-17,Haryana,Hisar,Hisar,MUSTARD,,5325,5590,5450.5
2024-09-16,Haryana,Hisar,Hisar,MUSTARD,,5750,7528,6000
2024-09-14,Haryana,Hisar,Hisar,MUSTARD,,5800,6600,6000
2024-09-13,Haryana,Hisar,Hisar,MUSTARD,,5839,5927,5839
2024-09-12,Haryana,Hisar,Hisar,MUSTARD,,5800,5870,5807.5
2024-09-11,Haryana,Hisar,Hisar,MUSTARD,,5954,6299,6299
2024-09-10,Haryana,Hisar,Hisar,MUSTARD,,5320,6191,5750
2024-09-09,Haryana,Hisar,Hisar,MUSTARD,,5380,6171,5770
2024-09-07,Haryana,Hisar,Hisar,MUSTARD,,5330,6077,5730
2024-09-06,Haryana,Hisar,Hisar,MUSTARD,,5102.5,5495,5310
2024-09-05,Haryana,Hisar,Hisar,MUSTARD,,5310,5831,5570
2024-09-04,Haryana,Hisar,Hisar,MUSTARD,,5070,5874,5597
2024-09-03,Haryana,Hisar,Hisar,MUSTARD,,5600,5978,5850
2024-09-02,Haryana,Hisar,Hisar,MUSTARD,,5869,6005,6000
2024-08-31,Haryana,Hisar,Hisar,MUSTARD,,5940,6000,5940
2024-08-30,Haryana,Hisar,Hisar,MUSTARD,,4922.5,5165,5032.5
2024-08-29,Haryana,Hisar,Hisar,MUSTARD,,5250,5741,5650
2024-08-28,Haryana,Hisar,Hisar,MUSTARD,,5310,5719,5600
2024-08-27,Haryana,Hisar,Hisar,MUSTARD,,5500,5860,5741
2024-08-26,Haryana,Hisar,Hisar,MUSTARD,,4930,5874,5340
2024-08-24,Haryana,Hisar,Hisar,MUSTARD,,5130,5730,5600
2024-08-23,Haryana,Hisar,Hisar,MUSTARD,,4805,5707,5311
2024-08-22,Haryana,Hisar,Hisar,MUSTARD,,5220,5629,5420
2024-08-21,Haryana,Hisar,Hisar,MUSTARD,,5210,5558,5350
2024-08-20,Haryana,Hisar,Hisar,MUSTARD,,4655,5212.5,5037.5
2024-08-17,Haryana,Hisar,Hisar,MUSTARD,,5150,5500,5400
2024-08-16,Haryana,Hisar,Hisar,MUSTARD,,4954,4954,4954
2024-08-14,Haryana,Hisar,Hisar,MUSTARD,,4900,5385,5075
2024-08-13,Haryana,Hisar,Hisar,MUSTARD,,5691,5691,5691
2024-08-12,Haryana,Hisar,Hisar,MUSTARD,,5000,5200,5150
2024-08-11,Haryana,Hisar,Hisar,MUSTARD,,5250,5250,5250
2024-08-10,Haryana,Hisar,Hisar,MUSTARD,,5250,5670,5500
2024-08-09,Haryana,Hisar,Hisar,MUSTARD,,5200,5419,5320
2024-08-08,Haryana,Hisar,Hisar,MUSTARD,,5300,5583,5400
2024-08-07,Haryana,Hisar,Hisar,MUSTARD,,5300,5665,5550
2024-08-06,Haryana,Hisar,Hisar,MUSTARD,,4950,5455.5,5150
2024-08-05,Haryana,Hisar,Hisar,MUSTARD,,4975,5347.5,5200
2024-07-31,Haryana,Hisar,Hisar,MUSTARD,,4850,5255.5,5150
2024-07-30,Haryana,Hisar,Hisar,MUSTARD,,5250,5560,5450
2024-07-29,Haryana,Hisar,Hisar,MUSTARD,,5469,5655,5581
2024-07-27,Haryana,Hisar,Hisar,MUSTARD,,5250,5485,5400
2024-07-26,Haryana,Hisar,Hisar,MUSTARD,,5350,5675,5600
2024-07-25,Haryana,Hisar,Hisar,MUSTARD,,5250,5603,5550
2024-07-24,Haryana,Hisar,Hisar,MUSTARD,,5350,5674,5500
2024-07-22,Haryana,Hisar,Hisar,MUSTARD,,5130,5505,5305
2024-07-20,Haryana,Hisar,Hisar,MUSTARD,,4900,5400,5150
2024-07-19,Haryana,Hisar,Hisar,MUSTARD,,4825.5,5376.5,5175
2024-07-18,Haryana,Hisar,Hisar,MUSTARD,,4950,5492.5,5175
2024-07-17,Haryana,Hisar,Hisar,MUSTARD,,4975,5224.5,5180
2024-07-16,Haryana,Hisar,Hisar,MUSTARD,,5000,5360,5225
2024-07-15,Haryana,Hisar,Hisar,MUSTARD,,5450,5557,5500
2024-07-13,Haryana,Hisar,Hisar,MUSTARD,,4970,4972.5,4972.5
2024-07-12,Haryana,Hisar,Hisar,MUSTARD,,5400,5525,5451
2024-07-11,Haryana,Hisar,Hisar,MUSTARD,,5435,5558,5478
2024-07-10,Haryana,Hisar,Hisar,MUSTARD,,4890,5510,5237.5
2024-07-09,Haryana,Hisar,Hisar,MUSTARD,,4700.5,5088,4950
2024-07-08,Haryana,Hisar,Hisar,MUSTARD,,4901,5676,5565
2024-07-06,Haryana,Hisar,Hisar,MUSTARD,,5000,5550,5250
2024-07-05,Haryana,Hisar,Hisar,MUSTARD,,5101,5750,5541
2024-07-04,Haryana,Hisar,Hisar,MUSTARD,,5400,5600,5550
2024-07-03,Haryana,Hisar,Hisar,MUSTARD,,5300,5650,5500
2024-07-02,Haryana,Hisar,Hisar,MUSTARD,,5350,5521,5477
2024-07-01,Haryana,Hisar,Hisar,MUSTARD,,4775,5355,5237.5
2024-06-29,Haryana,Hisar,Hisar,MUSTARD,,5202,5650,5550
2024-06-28,Haryana,Hisar,Hisar,MUSTARD,,5024.5,5375,5300
2024-06-27,Haryana,Hisar,Hisar,MUSTARD,,5043,5526,5450
2024-06-26,Haryana,Hisar,Hisar,MUSTARD,,5100,5572,5400
2024-06-25,Haryana,Hisar,Hisar,MUSTARD,,5065,5650,5500
2024-06-24,Haryana,Hisar,Hisar,MUSTARD,,5241,5550,5481
2024-06-22,Haryana,Hisar,Hisar,MUSTARD,,5240,5690,5649
2024-06-21,Haryana,Hisar,Hisar,MUSTARD,,5529,5681,5529
2024-06-20,Haryana,Hisar,Hisar,MUSTARD,,5330,5651,5575
2024-06-19,Haryana,Hisar,Hisar,MUSTARD,,5335,5624,5551
2024-06-18,Haryana,Hisar,Hisar,MUSTARD,,5300,5630,5598
2024-06-17,Haryana,Hisar,Hisar,MUSTARD,,5398,5620,5508
2024-06-15,Haryana,Hisar,Hisar,MUSTARD,,4830.5,5397.5,5100
2024-06-14,Haryana,Hisar,Hisar,MUSTARD,,4770,5061,4975
2024-06-13,Haryana,Hisar,Hisar,MUSTARD,,5021,5670,5574
2024-06-12,Haryana,Hisar,Hisar,MUSTARD,,5017.5,5124.5,5067.5
2024-06-11,Haryana,Hisar,Hisar,MUSTARD,,4785.5,4975,4930
2024-06-10,Haryana,Hisar,Hisar,MUSTARD,,4926,5731,5300
2024-06-08,Haryana,Hisar,Hisar,MUSTARD,,5242,5511,5500
2024-06-07,Haryana,Hisar,Hisar,MUSTARD,,5817,5817,5817
2024-06-06,Haryana,Hisar,Hisar,MUSTARD,,5400,5591,5495
2024-06-05,Haryana,Hisar,Hisar,MUSTARD,,5425,5512.5,5475
2024-06-04,Haryana,Hisar,Hisar,MUSTARD,,5375,5490,5455
2024-06-03,Haryana,Hisar,Hisar,MUSTARD,,5421,5480,5473.5
2024-06-01,Haryana,Hisar,Hisar,MUSTARD,,5511,5725,5511
2024-05-31,Haryana,Hisar,Hisar,MUSTARD,,5103.5,5382.5,5250
2024-05-30,Haryana,Hisar,Hisar,MUSTARD,,5075.5,5305,5175.5
2024-05-29,Haryana,Hisar,Hisar,MUSTARD,,5112.5,5533.5,5300
2024-05-28,Haryana,Hisar,Hisar,MUSTARD,,4850,5540,5425
2024-05-27,Haryana,Hisar,Hisar,MUSTARD,,5105,5508,5300
2024-05-23,Haryana,Hisar,Hisar,MUSTARD,,5500,5500,5500
2024-05-22,Haryana,Hisar,Hisar,MUSTARD,,5000,5394,5225
2024-05-21,Haryana,Hisar,Hisar,MUSTARD,,5010,5425,5200
2024-05-18,Haryana,Hisar,Hisar,MUSTARD,,4640,5287.5,5075
2024-05-17,Haryana,Hisar,Hisar,MUSTARD,,4975,5390,5125
2024-05-16,Haryana,Hisar,Hisar,MUSTARD,,4920,5215,5050
2024-05-15,Haryana,Hisar,Hisar,MUSTARD,,4914,5290.5,5058
2024-05-14,Haryana,Hisar,Hisar,MUSTARD,,4927.5,5199,5061
2024-05-13,Haryana,Hisar,Hisar,MUSTARD,,4650,5160,5000
2024-05-11,Haryana,Hisar,Hisar,MUSTARD,,4815.5,5084.5,4932
2024-05-10,Haryana,Hisar,Hisar,MUSTARD,,4755,5095,4923
2024-05-09,Haryana,Hisar,Hisar,MUSTARD,,4500,5249,4800
2024-05-08,Haryana,Hisar,Hisar,MUSTARD,,4550,4923,4562.5
2024-05-07,Haryana,Hisar,Hisar,MUSTARD,,4706,5026.5,4865
2024-05-06,Haryana,Hisar,Hisar,MUSTARD,,4685,5050,5008
2024-05-05,Haryana,Hisar,Hisar,MUSTARD,,4700,4700,4700
2024-05-04,Haryana,Hisar,Hisar,MUSTARD,,4525,4820,4650
2024-05-03,Haryana,Hisar,Hisar,MUSTARD,,4800,4825,4824
2024-05-02,Haryana,Hisar,Hisar,MUSTARD,,4687.5,4912.5,4890
2024-05-01,Haryana,Hisar,Hisar,MUSTARD,,4600,5650,5650
2024-04-30,Haryana,Hisar,Hisar,MUSTARD,,4626,5650,5650
2024-04-29,Haryana,Hisar,Hisar,MUSTARD,,5175,5650,5650
2024-04-28,Haryana,Hisar,Hisar,MUSTARD,,4500,5650,5650
2024-04-27,Haryana,Hisar,Hisar,MUSTARD,,5135,5650,5650
2024-04-26,Haryana,Hisar,Hisar,MUSTARD,,4725,5650,5650
2024-04-25,Haryana,Hisar,Hisar,MUSTARD,,5125,5650,5650
2024-04-24,Haryana,Hisar,Hisar,MUSTARD,,5333.333333333333,5650,5650
2024-04-23,Haryana,Hisar,Hisar,MUSTARD,,5150,5650,5650
2024-04-20,Haryana,Hisar,Hisar,MUSTARD,,4747.5,5650,5306
2024-04-19,Haryana,Hisar,Hisar,MUSTARD,,5650,5650,5650
2024-04-18,Haryana,Hisar,Hisar,MUSTARD,,5100,5650,5650
2024-04-16,Haryana,Hisar,Hisar,MUSTARD,,4615.5,5650,5650
2024-04-15,Haryana,Hisar,Hisar,MUSTARD,,4625.5,5650,5650
2024-04-13,Haryana,Hisar,Hisar,MUSTARD,,4615.5,5650,5650
2024-04-12,Haryana,Hisar,Hisar,MUSTARD,,4351,5650,5650
2024-04-11,Haryana,Hisar,Hisar,MUSTARD,,5650,5650,5650
2024-04-09,Haryana,Hisar,Hisar,MUSTARD,,4600,5650,5650
2024-04-08,Haryana,Hisar,Hisar,MUSTARD,,4400,5650,5650
2024-04-07,Haryana,Hisar,Hisar,MUSTARD,,4540,5650,5650
2024-04-06,Haryana,Hisar,Hisar,MUSTARD,,4750.5,5650,5325
2024-04-05,Haryana,Hisar,Hisar,MUSTARD,,4601,5650,5000
2024-04-04,Haryana,Hisar,Hisar,MUSTARD,,4560,4900,4900
2024-04-03,Haryana,Hisar,Hisar,MUSTARD,,4800,5650,5650
2024-04-02,Haryana,Hisar,Hisar,MUSTARD,,4500,5650,5650
2024-04-01,Haryana,Hisar,Hisar,MUSTARD,,4680,5650,5494.666666666667
2024-03-31,Haryana,Hisar,Hisar,MUSTARD,,5650,5650,5650
2024-03-30,Haryana,Hisar,Hisar,MUSTARD,,4600,5650,4800
2024-03-29,Haryana,Hisar,Hisar,MUSTARD,,4545,5650,5000
2024-03-28,Haryana,Hisar,Hisar,MUSTARD,,4200,5000,4850
2024-03-27,Haryana,Hisar,Hisar,MUSTARD,,4656.666666666667,5283.333333333333,4999
2024-03-26,Haryana,Hisar,Hisar,MUSTARD,,4580.333333333333,5022,4906.666666666667
2024-03-23,Haryana,Hisar,Hisar,MUSTARD,,4626.333333333333,5006.666666666667,4857
2024-03-22,Haryana,Hisar,Hisar,MUSTARD,,4743,5130,4900
2024-03-21,Haryana,Hisar,Hisar,MUSTARD,,4865,5212.5,4975
2024-03-20,Haryana,Hisar,Hisar,MUSTARD,,4518,5173,5135
2024-03-19,Haryana,Hisar,Hisar,MUSTARD,,4100,4710,4400
2024-03-18,Haryana,Hisar,Hisar,MUSTARD,,4550,5153.5,4935.5
2024-03-16,Haryana,Hisar,Hisar,MUSTARD,,4375.5,5205,4975
2024-03-15,Haryana,Hisar,Hisar,MUSTARD,,4860,5351,5200
2024-03-14,Haryana,Hisar,Hisar,MUSTARD,,4500.333333333333,5153.333333333333,4863.666666666667
2024-03-13,Haryana,Hisar,Hisar,MUSTARD,,4701,5325,4961
2024-03-12,Haryana,Hisar,Hisar,MUSTARD,,4778.5,5148,4920
2024-03-11,Haryana,Hisar,Hisar,MUSTARD,,4684,5012,4790.666666666667
2024-03-09,Haryana,Hisar,Hisar,MUSTARD,,4870,5125,4952
2024-03-08,Haryana,Hisar,Hisar,MUSTARD,,4800,4871,4831
2024-03-07,Haryana,Hisar,Hisar,MUSTARD,,4890,4971,4955
2024-03-06,Haryana,Hisar,Hisar,MUSTARD,,4715,4893,4800
2024-03-05,Haryana,Hisar,Hisar,MUSTARD,,4851,5150,4875
2024-03-04,Haryana,Hisar,Hisar,MUSTARD,,5066,5235,5066
2024-03-02,Haryana,Hisar,Hisar,MUSTARD,,4501,4851,4701
2024-03-01,Haryana,Hisar,Hisar,MUSTARD,,4601,4931,4656
2024-02-28,Haryana,Hisar,Hisar,MUSTARD,,4600,4942,4866
2024-02-27,Haryana,Hisar,Hisar,MUSTARD,,4742,4890,4800
2024-02-24,Haryana,Hisar,Hisar,MUSTARD,,4746,4911,4881
2024-02-23,Haryana,Hisar,Hisar,MUSTARD,,4620,4800,4700
2024-02-22,Haryana,Hisar,Hisar,MUSTARD,,4600,5031,4912
2024-02-21,Haryana,Hisar,Hisar,MUSTARD,,4831,5050,4942
2024-02-20,Haryana,Hisar,Hisar,MUSTARD,,4720.5,4950,4865.5
2024-02-19,Haryana,Hisar,Hisar,MUSTARD,,4751,5050,4800
2024-02-15,Haryana,Hisar,Hisar,MUSTARD,,4618.5,4788,4742.5
2024-02-14,Haryana,Hisar,Hisar,MUSTARD,,4600,5091,4853
2024-02-13,Haryana,Hisar,Hisar,MUSTARD,,4689,5012,4697
2024-02-12,Haryana,Hisar,Hisar,MUSTARD,,4580,5100,4781
2024-02-10,Haryana,Hisar,Hisar,MUSTARD,,4776,5150,5036
2024-02-09,Haryana,Hisar,Hisar,MUSTARD,,4776,5150,5036
2024-02-07,Haryana,Hisar,Hisar,MUSTARD,,5050,5230,5125
2024-02-06,Haryana,Hisar,Hisar,MUSTARD,,4750,4925,4750
2024-02-05,Haryana,Hisar,Hisar,MUSTARD,,4751,4991,4900
2024-02-03,Haryana,Hisar,Hisar,MUSTARD,,4827,4932,4900
2024-02-02,Haryana,Hisar,Hisar,MUSTARD,,4771,4941,4877
2024-02-01,Haryana,Hisar,Hisar,MUSTARD,,4571,5031,4909
2024-01-31,Haryana,Hisar,Hisar,MUSTARD,,4827,4932,4900
2024-01-30,Haryana,Hisar,Hisar,MUSTARD,,4756,5081,4832
2024-01-27,Haryana,Hisar,Hisar,MUSTARD,,4635,4967.5,4737.5
2024-01-26,Haryana,Hisar,Hisar,MUSTARD,,4400,4700,4600
2024-01-24,Haryana,Hisar,Hisar,MUSTARD,,4878,5000,4950
2024-01-23,Haryana,Hisar,Hisar,MUSTARD,,4800,5162,4935
2024-01-22,Haryana,Hisar,Hisar,MUSTARD,,4717,4875,4756
2024-01-20,Haryana,Hisar,Hisar,MUSTARD,,4641,4863,4795.5
2024-01-19,Haryana,Hisar,Hisar,MUSTARD,,4839,5150,5025
2024-01-18,Haryana,Hisar,Hisar,MUSTARD,,4978,5252,5175
2024-01-17,Haryana,Hisar,Hisar,MUSTARD,,4960,5026,5017
2024-01-16,Haryana,Hisar,Hisar,MUSTARD,,4845.5,5057.5,4955.5
2024-01-15,Haryana,Hisar,Hisar,MUSTARD,,4774,5209,4965
2024-01-13,Haryana,Hisar,Hisar,MUSTARD,,5125,5292,5211
2024-01-12,Haryana,Hisar,Hisar,MUSTARD,,5021,5200,5049
2024-01-11,Haryana,Hisar,Hisar,MUSTARD,,5118,5290,5133
2024-01-10,Haryana,Hisar,Hisar,MUSTARD,,4600,5279,5100
2024-01-09,Haryana,Hisar,Hisar,MUSTARD,,4955,5385,5200
2024-01-05,Haryana,Hisar,Hisar,MUSTARD,,4307.5,4760,4650
2024-01-04,Haryana,Hisar,Hisar,MUSTARD,,4550,4869,4737.5
2024-01-02,Haryana,Hisar,Hisar,MUSTARD,,4650,4802.5,4750
2024-01-01,Haryana,Hisar,Hisar,MUSTARD,,4560,4932,4800
2023-12-30,Haryana,Hisar,Hisar,MUSTARD,,4650,4800,4700
2023-12-29,Haryana,Hisar,Hisar,MUSTARD,,4600,4941.5,4768
2023-12-28,Haryana,Hisar,Hisar,MUSTARD,,4760.5,4959.5,4849.5
2023-12-27,Haryana,Hisar,Hisar,MUSTARD,,4736.5,4922.5,4836.5
2023-12-26,Haryana,Hisar,Hisar,MUSTARD,,4400,4600,4550
2023-12-23,Haryana,Hisar,Hisar,MUSTARD,,4452.5,5145,4845.5
2023-12-22,Haryana,Hisar,Hisar,MUSTARD,,4615.5,5029,4850
2023-12-21,Haryana,Hisar,Hisar,MUSTARD,,4674.5,5089.5,4892
2023-12-20,Haryana,Hisar,Hisar,MUSTARD,,4956,5300,5161
2023-12-19,Haryana,Hisar,Hisar,MUSTARD,,4600,5005.5,4880
2023-12-18,Haryana,Hisar,Hisar,MUSTARD,,4403.5,5107,4861
2023-12-16,Haryana,Hisar,Hisar,MUSTARD,,4260.5,4800,4687
2023-12-15,Haryana,Hisar,Hisar,MUSTARD,,4017.5,5199.5,4912.5
2023-12-14,Haryana,Hisar,Hisar,MUSTARD,,4400,4721,4600
2023-12-13,Haryana,Hisar,Hisar,MUSTARD,,4407,4600,4550
2023-12-12,Haryana,Hisar,Hisar,MUSTARD,,4745,5124,5000
2023-12-11,Haryana,Hisar,Hisar,MUSTARD,,4731,5285,5020.5
2023-12-10,Haryana,Hisar,Hisar,MUSTARD,,4400,4600,4600
2023-12-09,Haryana,Hisar,Hisar,MUSTARD,,4936,5400,5270
2023-12-08,Haryana,Hisar,Hisar,MUSTARD,,4991,5377,5150
2023-12-07,Haryana,Hisar,Hisar,MUSTARD,,4724.5,5039.5,4934.5
2023-12-06,Haryana,Hisar,Hisar,MUSTARD,,4576,5225,4960.5
2023-12-05,Haryana,Hisar,Hisar,MUSTARD,,4415,4840,4700
2023-12-04,Haryana,Hisar,Hisar,MUSTARD,,4662.5,5157.5,4975
2023-12-02,Haryana,Hisar,Hisar,MUSTARD,,4830,4950.5,4909
2023-12-01,Haryana,Hisar,Hisar,MUSTARD,,4770,5075,4875.5
2023-11-30,Haryana,Hisar,Hisar,MUSTARD,,4630.5,4917.5,4712.5
2023-11-29,Haryana,Hisar,Hisar,MUSTARD,,4850,5442,5200
2023-11-28,Haryana,Hisar,Hisar,MUSTARD,,4900,5380,5250
2023-11-27,Haryana,Hisar,Hisar,MUSTARD,,4540,5411,5090
2023-11-25,Haryana,Hisar,Hisar,MUSTARD,,4250,4741,4640
2023-11-24,Haryana,Hisar,Hisar,MUSTARD,,4725,5005,4920
2023-11-22,Haryana,Hisar,Hisar,MUSTARD,,5051,5479,5200
2023-11-21,Haryana,Hisar,Hisar,MUSTARD,,4965,5479,5275
2023-11-20,Haryana,Hisar,Hisar,MUSTARD,,4851,5393,5151
2023-11-18,Haryana,Hisar,Hisar,MUSTARD,,4851,5451,5250
2023-11-17,Haryana,Hisar,Hisar,MUSTARD,,4461,5430,5300
2023-11-16,Haryana,Hisar,Hisar,MUSTARD,,4625,5122,4900
2023-11-15,Haryana,Hisar,Hisar,MUSTARD,,4734,5133,4908
2023-11-14,Haryana,Hisar,Hisar,MUSTARD,,4732,5170.5,4930
2023-11-11,Haryana,Hisar,Hisar,MUSTARD,,4786,5004,4856.5
2023-11-10,Haryana,Hisar,Hisar,MUSTARD,,4571,5151,4900
2023-11-09,Haryana,Hisar,Hisar,MUSTARD,,4600,4600,4600
2023-11-07,Haryana,Hisar,Hisar,MUSTARD,,4685,5451,5200
2023-11-06,Haryana,Hisar,Hisar,MUSTARD,,4400,4800,4600
2023-11-04,Haryana,Hisar,Hisar,MUSTARD,,4676,5271.5,4969
2023-11-03,Haryana,Hisar,Hisar,MUSTARD,,4550,4993,4850
2023-11-02,Haryana,Hisar,Hisar,MUSTARD,,4575,5002.5,4787.5
2023-11-01,Haryana,Hisar,Hisar,MUSTARD,,4725,5149.5,4939
2023-10-31,Haryana,Hisar,Hisar,MUSTARD,,5041,5480,5280
2023-10-30,Haryana,Hisar,Hisar,MUSTARD,,4761,5081,4950
2023-10-28,Haryana,Hisar,Hisar,MUSTARD,,4650,4937.5,4885
2023-10-27,Haryana,Hisar,Hisar,MUSTARD,,4400,5050,4800
2023-10-26,Haryana,Hisar,Hisar,MUSTARD,,5074,5400,5081
2023-10-25,Haryana,Hisar,Hisar,MUSTARD,,4375,5384,5284
2023-10-23,Haryana,Hisar,Hisar,MUSTARD,,4595,5400,5200
2023-10-21,Haryana,Hisar,Hisar,MUSTARD,,5020,5506,5200
2023-10-20,Haryana,Hisar,Hisar,MUSTARD,,4900,5440,5071
2023-10-18,Haryana,Hisar,Hisar,MUSTARD,,4531,5434,5275
2023-10-17,Haryana,Hisar,Hisar,MUSTARD,,4990,5403,5250
2023-10-16,Haryana,Hisar,Hisar,MUSTARD,,4725,5412,5211
2023-10-14,Haryana,Hisar,Hisar,MUSTARD,,4651,5521,5112
2023-10-13,Haryana,Hisar,Hisar,MUSTARD,,5070,5366,5101
2023-10-12,Haryana,Hisar,Hisar,MUSTARD,,4850,5400,4930
2023-10-10,Haryana,Hisar,Hisar,MUSTARD,,4635,5219,5000
2023-10-09,Haryana,Hisar,Hisar,MUSTARD,,4500,5344,5080
2023-10-07,Haryana,Hisar,Hisar,MUSTARD,,4529,5350,5150
2023-10-06,Haryana,Hisar,Hisar,MUSTARD,,4570,5389,5173
2023-10-05,Haryana,Hisar,Hisar,MUSTARD,,4577,5313,5059
2023-10-04,Haryana,Hisar,Hisar,MUSTARD,,4900,5231,5100
2023-10-03,Haryana,Hisar,Hisar,MUSTARD,,4613,5371,5116
2023-10-02,Haryana,Hisar,Hisar,MUSTARD,,4681,5355,5170
2023-09-30,Haryana,Hisar,Hisar,MUSTARD,,4431,5316,5200
2023-09-29,Haryana,Hisar,Hisar,MUSTARD,,4505,5469,5200
2023-09-28,Haryana,Hisar,Hisar,MUSTARD,,4561,5391,5260
2023-09-27,Haryana,Hisar,Hisar,MUSTARD,,4531,5215,5157
2023-09-26,Haryana,Hisar,Hisar,MUSTARD,,4499,5299,5100
2023-09-25,Haryana,Hisar,Hisar,MUSTARD,,4454,5201,5125
2023-09-23,Haryana,Hisar,Hisar,MUSTARD,,4540,5251,4950
2023-09-21,Haryana,Hisar,Hisar,MUSTARD,,4502,5119,4700
2023-09-20,Haryana,Hisar,Hisar,MUSTARD,,4531,5250,5129
2023-09-19,Haryana,Hisar,Hisar,MUSTARD,,4447,5215,5120
2023-09-18,Haryana,Hisar,Hisar,MUSTARD,,4413,5360,5251
2023-09-16,Haryana,Hisar,Hisar,MUSTARD,,4500,5350,5162
2023-09-15,Haryana,Hisar,Hisar,MUSTARD,,4593,5253,4845
2023-09-14,Haryana,Hisar,Hisar,MUSTARD,,4611,5300,5146
2023-09-13,Haryana,Hisar,Hisar,MUSTARD,,4399,5171,5110
2023-09-12,Haryana,Hisar,Hisar,MUSTARD,,4431,5261,4880
